,GEOID,NAME,county,state,total_pop,ALAND,AWATER,metro,nonmetro,percent_urban,percent_rural,urban,rural,disadvantaged_county,persistent_poverty_county,percent_poc,percent_poc_bucket,poverty_rate,poverty_rate_bucket,pop_density,pop_density_bucket,med_hh_income,med_hh_income_bucket,broadband_speed,hh_int_access,transport_costs,annual_vehicle_mi_per_hh,employment_access_index,commute_time,freq_fatal_accidents,pub_transit_commute,green_commute,pub_transit_stops,avg_hh_person_trips,access_to_car,highway_miles,ghg_per_acre,ozone,pm25,diesel_pm,contaminated_sites,superfund_site,water_system_violations,energy_cost_hh,housing_cost_burden,overcrowded_housing,vacancy_rate,homelessness,incomplete_plumbing,incomplete_kitchen,housing_units,permits,transport_trade_jobs,capacity_housing,capacity_environment,capacity_transport,airports_primary,bridges,bridges_poor_condition,docks,rr_freight_route_miles,rr_pax_route_miles,rr_incident_number,rr_incident_killed,hud_pbs8,hud_hcv,hud_202,hud_ph,stations_elevated,stations_subway,intercity_km,rail_transit_km,cnw_500,age_under_18,age_over_64
1,01027,"Clay County, Alabama",Clay County,Alabama,13285,1564255426,5281616,0,1,0,1,0,1,1,0,0.195859992,6,0.155206891,7,21.99652553,3,42678,2,102.5027689,0.721327382,33,22783,1793,0.266071429,0.000150546,0,0.007142857,0,7.5725,0.944304289,1.05028E-05,0.22,59.7600175,8.983626644,0.081155753,0,0,0.007572924,0.038451174,0.330128205,0.006404036,0.245755269,0.000665747,0.092505855,0.086504684,0.514264208,5.956E-05,0.005043282,0.001430184,0.003010915,0.002935642,0,0.009785472,0.084615385,0,0.002167858,0,7.52729E-05,0,0.017914942,0,0,0.010989838,0,0,0,0,0,0.205871283,0.20368837
2,01091,"Marengo County, Alabama",Marengo County,Alabama,19138,2530155119,14951685,0,1,0.322258448,0.995343489,0,1,1,0,0.552356568,9,0.216237687,9,19.59068393,3,33029,1,95.44270835,0.65982131,39,21381,1315,0.22462203,0.000313512,0,0.010644863,0,7.01,0.898919856,9.05861E-06,1.43,57.86735,9.054874623,0.079095394,0.000209008,0,0.003517132,0.038178165,0.532722513,0,0.277344126,0.00046214,0.075937169,0.068806013,0.542219668,0.000305424,0.017817954,0.001358554,0.003135124,0.004284669,0,0.010607169,0.0591133,0,0.005779078,0,0.000365764,0,0.008882851,0,0,0.012017975,0,0,0,0,0.007294764,0.232364928,0.19746055
3,01049,"DeKalb County, Alabama",DeKalb County,Alabama,71430,2012620262,4107136,0,1,0.117026031,0.988873866,0,1,1,0,0.19748005,6,0.20712066,9,91.92190325,7,42267,2,250.0893446,0.787066186,33,22794,2581,0.178572662,0.000237995,0.001933501,0.015640645,0,7.680714286,0.950464631,4.19831E-06,1.04,59.70345095,8.682367006,0.119341444,0.000167997,0,0.002397528,0.032672635,0.439308531,0.001365447,0.160991599,0.00012382,0.051298371,0.042992617,0.439927201,0.000574876,0.0300014,0.000741985,0.003821924,0.001973961,0,0.004199916,0.07,0,0.000548789,0,0.000153997,0,0.000895982,0.002925941,0.000741985,0.008819824,0,0,0,0,0,0.243119138,0.169732605
4,01019,"Cherokee County, Alabama",Cherokee County,Alabama,26035,1433620850,120310807,0,1,0,1,0,1,1,0,0.086652583,3,0.129361371,5,47.03525164,6,42509,2,72.93196442,0.754706534,32,21772,2079,0.304413089,0.000153639,0.001601121,0.007205044,0,7.668333333,0.968346253,6.96371E-06,0.55,60.941235,9.101893767,0.113370415,3.84098E-05,0,0.002772727,0.035576623,0.396286812,0,0.348445674,NA,0.040646985,0.034814503,0.638793931,0.000552967,0.013212983,0.001190705,0.002035721,0.002919147,0,0.006491262,0.017751479,0,0,0,0,0,0.001920492,0.000883426,0,0.006145573,0,0,0,0,0,0.192164394,0.229268293
5,01065,"Hale County, Alabama",Hale County,Alabama,14754,1667926667,32403804,1,0,0,1,0,1,1,1,0.615832994,10,0.245865491,10,22.91041881,4,30793,1,103.1958565,0.628051002,29,22812,1182,0.33313656,0.000203335,0.000983865,0.004132231,0,7.276,0.911657559,9.12695E-06,0.5,58.75881571,9.082940313,0.086686505,0,0,0.002004219,0.044838188,0.680412371,0,0.300369568,0.000599461,0.165158659,0.069580731,0.531855768,0.000920727,0.003727803,0.000610004,0.001558899,0.002440016,0,0.012064525,0.073033708,0,0.001375898,0.001145452,0.000338891,6.77782E-05,0.007726718,0,0,0.004473363,0,0,0.001846753,0,0.010621854,0.23200488,0.193167954
6,01105,"Perry County, Alabama",Perry County,Alabama,9104,1863936201,10902207,0,1,0,1,0,1,1,1,0.705074692,10,0.360535198,10,12.65031688,3,23875,1,29.15839871,0.553503185,52,21354,1065,0.161700263,0,0,0.040315513,0,6.253333333,0.883121019,1.51017E-05,0.14,59.4634525,9.108534863,0.071541548,0.000549209,0,0.009513355,0.06277552,0.588832487,0,0.34019752,0.00097149,0.168732927,0.142887161,0.522737258,0,0.004064148,0.000988576,0.000549209,0.002306678,0,0.017904218,0.061349693,0,0.000845782,0,0.000329525,0.000109842,0.014169596,0.004393673,0,0.017135325,0,0,0,0,0,0.211884886,0.195188928
7,01033,"Colbert County, Alabama",Colbert County,Alabama,54957,1535742270,79160396,1,0,0.597043354,0.957217431,1,1,0,0,0.21982641,6,0.155162893,7,92.6840233,7,47962,4,225.2288042,0.73037574,29,20930,5525,0.129551758,0.000218353,0.000805225,0.011049477,0,7.600714286,0.951185943,3.79171E-06,4.79,56.4452,7.807337213,0.14671921,0.000618666,0,0.001429567,0.028502142,0.467707317,0,0.184457665,0.000652025,0.087926067,0.091480525,0.486325673,0.002685632,0.025929363,0.001419291,0.006259439,0.001692232,1.8196E-05,0.003184308,0.011428571,9.09802E-05,0.001279182,0,0.000309333,3.63921E-05,0.004112306,0.0050585,0,0.011718252,0,0,0,0,0.003078064,0.209254508,0.198336882
8,01063,"Greene County, Alabama",Greene County,Alabama,8221,1675782054,33416150,1,0,0,1,0,1,1,1,0.827514901,10,0.364117068,10,12.70595493,3,26688,1,27.31595485,0.556324733,29,21302,1043,0.41529304,0.000364919,0,0.009157509,0,6.553333333,0.835745752,1.93328E-05,0.11,57.827205,9.026388288,0.09791261,0.000243279,0,0.008646653,0.049089032,0.468590832,0,0.380627558,0.001075836,0.212044436,0.067628143,0.624133317,0.000576067,0.001459676,0.001946235,0.003405912,0.002067875,0,0.025057779,0.058252427,0.00012164,0.008417467,0.002432794,0.000486559,0.00012164,0.007784941,0,0,0.02882861,0,0,0.003918258,0,0.020369652,0.214815716,0.223087216
9,01013,"Butler County, Alabama",Butler County,Alabama,19726,2012002548,2701199,0,1,0.305653247,0.992782744,0,1,1,1,0.486718037,9,0.195559219,8,25.39280638,4,44850,3,106.3660323,0.743119266,33,24844,1507,0.212010919,0.000456251,0.002079813,0.005979462,0,7.333333333,0.946006918,9.17348E-06,1.24,57.91847889,8.797979543,0.097690526,0.000354862,0,0.000971188,0.036449379,0.485671192,0.002857573,0.342919261,0.000448365,0.201600949,0.198932701,0.512977796,0.000279143,0.023674338,0.001267363,0.002027781,0.003599311,0,0.009530569,0.053191489,0,0.002296462,0,0.000354862,0.000101389,0.01145696,0.00684376,0,0.005069451,0,0,0,0,0,0.22310656,0.207441955
10,01081,"Lee County, Alabama",Lee County,Alabama,163461,1573532275,21511295,1,0,0.736101147,0.860006157,1,1,0,0,0.328849083,7,0.193694352,8,269.0542471,9,52930,6,254.9321413,0.848100641,26,20403,6818,0.142112217,0.000116236,0.006549727,0.033577894,0,8.016923077,0.956019166,1.58362E-06,6.62,59.19320313,9.586978655,0.164782373,6.11767E-06,0,0.000776724,0.024804399,0.519925762,0.008414154,0.135575609,5.41074E-05,0.015116147,0.01789171,0.429802828,0.007341503,0.028306446,0.000984944,0.002661185,0.001358122,0,0.001309181,0.046728972,0,0.000370119,0,0.000275295,1.8353E-05,0.005053193,0.005371312,0.000146824,0,0,0,0,0,0,0.211243049,0.120579221
11,01097,"Mobile County, Alabama",Mobile County,Alabama,413977,3184064145,1074011164,1,0,0.776036682,0.820439095,1,1,1,0,0.434823674,9,0.178672049,8,336.7399196,9,49625,4,281.5412708,0.797965181,27,19289,11182,0.153740621,0.000140104,0.005439138,0.016869825,0,7.726428571,0.928857493,6.22397E-07,8.43,59.42699925,9.264812948,0.287121529,0.000132858,4.83119E-06,0.001235025,0.032261842,0.535901249,0.00121226,0.145203205,0.00076212,0.036805356,0.057790485,0.445244543,0.002336149,0.039347597,0.00126094,0.002541204,0.002297229,2.41559E-06,0.001430031,0.028716216,0.000130442,0.000365962,7.22262E-05,0.000200494,1.2078E-05,0.006430309,0.014710962,0.001316498,0.006582491,0,0,0,0,0.007697763,0.234754588,0.162257807
12,01057,"Fayette County, Alabama",Fayette County,Alabama,16406,1625693253,4330881,0,1,0,1,0,1,1,0,0.157564306,5,0.207686576,9,26.13751542,4,41469,2,107.7509134,0.705951506,33,21869,1469,0.335665473,0.00018286,0,0.017735112,0,7.26,0.91991183,1.04528E-05,0.57,58.870436,8.663200986,0.077633892,0.000121907,0,0.001572566,0.039283763,0.452397996,0.000440852,0.198751913,0.000539098,0.02955375,0.058165548,0.51767646,0.000108746,0.007862977,0.000670486,0.002316226,0.002620992,0,0.011642082,0.010471204,0,0.001219066,0,6.09533E-05,0,0.004327685,0.002499086,0,0.012861148,0,0,0,0,0,0.211568938,0.208886993
13,01017,"Chambers County, Alabama",Chambers County,Alabama,33427,1545068570,16988729,0,1,0.492551478,0.973656044,0,1,1,0,0.449157866,9,0.153977186,7,56.03315216,6,43875,3,312.8943829,0.748417023,29,21714,2401,0.159402599,0.000358991,0.002010483,0.010339628,0,7.137777778,0.926373141,5.05846E-06,1.9,59.56565,9.456941601,0.128376721,8.97478E-05,0,0.002862776,0.03621263,0.339447171,0.017523192,0.200353253,0.00026459,0.050220783,0.049337651,0.508122177,0.000407416,0.01612469,0.000867562,0.003111257,0.003051425,0,0.005504532,0.070652174,0,0.000864571,0,0.000119664,0,0.001495797,0.003619828,0,0.01229545,0,0,0,0,0,0.207796093,0.195351064
14,01125,"Tuscaloosa County, Alabama",Tuscaloosa County,Alabama,208854,3420980041,78703449,1,0,0.689097764,0.933255464,1,1,0,0,0.389516121,8,0.172146282,8,158.1220048,8,54283,6,235.3620248,0.823778994,27,20719,10544,0.132252007,0.000148429,0.00739065,0.020447832,0,7.863043478,0.942339352,9.34851E-07,7.91,60.55590034,9.282561337,0.241816996,9.57607E-05,0,0.000101897,0.028176056,0.507376396,0.000682612,0.185414145,0.000320798,0.022001984,0.013486846,0.439153667,0.005117657,0.022537275,0.001086884,0.003011673,0.002097159,0,0.002298256,0.027083333,9.57607E-06,0.000512798,0.000199661,0.000239402,3.35162E-05,0.005420054,0.008168386,0.000201097,0.006262748,0,0,0.00032144,0,0.011090279,0.209557873,0.132700355
15,01131,"Wilcox County, Alabama",Wilcox County,Alabama,10552,2299540558,50592191,0,1,0,1,0,1,1,1,0.73237301,10,0.276217319,10,11.88485553,2,35063,1,99.83634894,0.64478667,38,21833,984,0.266431549,9.47688E-05,0.006412312,0.011862777,0,6.48,0.861398637,1.83169E-05,0.4,57.099996,8.971003501,0.063746053,0,0,0.005962159,0.044662933,0.42700157,0.000504923,0.317539628,0.000838177,0.076671261,0.068228808,0.550037908,7.67213E-05,0.011182714,0.003411676,0.005117513,0.005875663,0,0.015921152,0.160714286,0,0.005041698,0,0.000473844,9.47688E-05,0.014025777,0,0,0,0,0,0,0,0.012865871,0.238059136,0.195128886
16,01095,"Marshall County, Alabama",Marshall County,Alabama,96137,1465531833,148497637,0,1,0.463488096,0.926622366,0,1,1,0,0.195231805,6,0.19057217,8,169.9008329,8,50216,5,287.5074184,0.836622526,29,22380,3852,0.218698225,0.000124822,0.004654832,0.012202498,0,7.711666667,0.949992881,2.26802E-06,2.51,60.62466423,8.697869488,0.117916637,3.12055E-05,0,0.000370068,0.026277072,0.426974758,0.002676919,0.136396055,9.19983E-05,0.018223851,0.022822852,0.422948501,0.000693566,0.023237671,0.00119621,0.003973496,0.00176831,0,0.00176831,0.088235294,2.08036E-05,0.00016955,0,0.000176831,0,0.00365104,0.007728554,0,0.010485037,0,0,0,0,0.011116934,0.249882979,0.171598864
17,01053,"Escambia County, Alabama",Escambia County,Alabama,36775,2448595164,20024887,0,1,0.347171967,0.987982035,0,1,1,1,0.399292998,8,0.23831554,10,38.89877215,5,35558,1,130.4816905,0.659268425,37,21562,1695,0.148244473,0.000217539,0.00333225,0.0098342,0,7.094444444,0.935349161,4.67478E-06,1.02,57.614393,8.863957233,0.090593465,0.000407886,0,0.006996428,0.036584115,0.452991453,0.002242673,0.221867854,0.000240502,0.098447467,0.097905885,0.451883073,0.000255049,0.015798776,0.001332427,0.002093814,0.003453433,0,0.005329708,0.035714286,0,0.002436438,0,0.001223657,5.43848E-05,0.001359619,0.003127124,0.000870156,0.004024473,0,0,0,0,0,0.224038069,0.180611829
18,01083,"Limestone County, Alabama",Limestone County,Alabama,96921,1459208116,113399392,1,0,0.489871584,0.926484678,0,1,0,0,0.241660734,6,0.126818726,5,173.0856893,8,64270,9,235.7590875,0.832727273,23,22739,4245,0.21498589,0.000237307,0.001980296,0.006559731,0,7.750625,0.960336134,1.69815E-06,2.74,58.61085261,8.08494831,0.177405372,4.12707E-05,0,0.001368514,0.021449063,0.361064639,0.001680672,0.097938144,0.001929406,0.020646122,0.029191245,0.374304846,0.001734767,0.017663871,0.000629379,0.003219117,0.001238122,0,0.003208799,0.028938907,3.0953E-05,0.000434374,0,0.000257942,3.0953E-05,0.004519144,0.001723053,0.000567472,0.001042086,0,0,0,0,0.004297689,0.225038949,0.153042168
19,01009,"Blount County, Alabama",Blount County,Alabama,57755,1670259093,14860281,1,0,0.09510603,0.993219032,0,1,1,0,0.133148645,5,0.137360618,5,89.55832091,7,48922,4,137.7068558,0.800330111,25,22372,2050,0.427656504,0.000259718,0.001037344,0.005727945,0,7.847777778,0.949210092,4.02506E-06,0.73,62.21952813,9.116368425,0.120139097,1.73145E-05,0,0.003444839,0.034963862,0.468893078,0.000754539,0.131085068,0.000153137,0.034010818,0.05900672,0.422543503,0.000278344,0.008743832,0.000900355,0.001904597,0.001696823,0,0.003168557,0.087431694,0,0.00022682,0,0,0,0.001471734,0.000813782,0,0.004830751,0,0,0,0,0,0.231529738,0.179759328
20,01099,"Monroe County, Alabama",Monroe County,Alabama,21006,2656469674,22609681,0,1,0.216670038,0.995263885,0,1,1,1,0.458583262,9,0.240225891,10,20.4804124,3,31969,1,88.52243941,0.499751553,41,21539,1328,0.203014457,0.000238027,0.007997539,0.018148262,0,6.7675,0.906956522,6.1736E-06,0.8,56.52075667,8.907740396,0.065500816,0.000999714,0,0.012460262,0.037652971,0.471223022,0,0.297004628,0.000421044,0.102261811,0.07073618,0.545129963,0.000106398,0.050652195,0.000904503,0.001713796,0.002903932,0,0.00690279,0.110344828,0,0.00384652,0,0.000190422,0,0.006426735,0.002903932,0,0.004760545,0,0,0,0,0.00903635,0.217128439,0.200466533
21,01093,"Marion County, Alabama",Marion County,Alabama,29818,1922660062,3180617,0,1,0,1,0,1,1,0,0.086692602,3,0.172782561,8,40.16762963,5,40978,2,252.0695224,0.703650255,33,22162,1635,0.18528464,0.000201221,0.000268528,0.009398496,0,7.5025,0.95,7.16084E-06,0.44,57.12805273,8.209002491,0.084116779,0.000134147,0,0.003124642,0.038423936,0.429620563,0,0.201572455,0.001201735,0.075843839,0.062355971,0.494801798,0.000257451,0.021228788,0.001743913,0.004158562,0.002481722,0,0.008551881,0.019607843,0,0.000717687,0,0.00010061,3.35368E-05,0.003085385,0.00187806,0,0.02632638,0,0,0,0,0,0.208397612,0.212120196
22,01085,"Lowndes County, Alabama",Lowndes County,Alabama,9936,1854651875,23271196,1,0,0,1,0,1,1,1,0.7534219,10,0.224321013,9,13.87552399,3,33634,1,57.14752069,0.529551389,27,22173,1299,0.282646048,0.000301932,0.003722795,0.019186712,0,6.735,0.889627344,1.64465E-05,0.13,58.84293,9.066743151,0.092013329,0.000503221,0,0.007792609,0.049331943,0.709558824,0.000712082,0.197676633,0.007065217,0.071414969,0.04570558,0.528482287,0.000177034,0.01489533,0.002717391,0.00291868,0.00513285,0,0.015801127,0.012738854,0,0.004700081,0,0.000301932,0.000201288,0,0.029891304,0,0,0,0,0,0,0.005129196,0.223128019,0.189412238
23,01037,"Coosa County, Alabama",Coosa County,Alabama,10696,1685846963,39991153,0,1,0,1,0,1,1,0,0.352655198,8,0.124963475,5,16.43249258,3,43571,3,229.3537832,0.759213147,32,22957,1498,0.233718487,0.000373972,0,0.016544118,0,6.82,0.977589641,1.82045E-05,0.18,59.49071333,9.28509863,0.081525739,0.000280479,0,0.008462332,0.035614859,0.484787018,0.002988048,0.392894936,0.000826893,0.146182918,0.104006047,0.618455497,0,0.005142109,0.001028422,0.001121915,0.002337322,0,0.012060583,0.062015504,0,0.001206058,0,0.000373972,9.34929E-05,0,0,0,0.003739716,0,0,0,0,0,0.164827973,0.233451758
24,01109,"Pike County, Alabama",Pike County,Alabama,33274,1740645369,2339145,0,1,0.438244115,0.985400301,0,1,1,1,0.44127547,9,0.229643039,9,49.51022633,6,39218,2,211.753275,0.704871795,34,22138,2988,0.16748286,0.000240428,0.002109546,0.021472162,0,7.22875,0.925811966,5.12733E-06,1.68,58.67131727,8.88795193,0.081167168,0,0,0.003228841,0.033183737,0.628830874,0,0.27960101,0.000265806,0.070500585,0.070069577,0.488098816,0.002851005,0.075314059,0.002073691,0.005980646,0.003426098,0,0.006070806,0.034653465,0,0.001728076,0,0.000841498,0,0.011961291,0.014515838,0,0.001232193,0,0,0,0,0,0.188886217,0.153723628
25,01119,"Sumter County, Alabama",Sumter County,Alabama,12595,2340898915,24634880,0,1,0,1,0,1,1,1,0.751409289,10,0.308065752,10,13.93528035,3,26150,1,97.78535369,0.655275444,45,19882,1137,0.170232135,0.00023819,0.005461994,0.035275376,0,6.4375,0.91503268,1.27589E-05,0.5,57.140894,9.072738301,0.085572826,0.000317586,0,0.004266342,0.052496346,0.744711889,0,0.225820442,0.000702219,0.082261096,0.074598815,0.549186185,0.000409017,0.013100437,0.001905518,0.004922588,0.003572846,0,0.019452164,0.081632653,0,0.002159587,0.002159587,0.00047638,0,0.014767765,0.005319571,0.002143708,0.015879317,0,0,0.003468599,0,0.009473564,0.192536721,0.182294561
26,01133,"Winston County, Alabama",Winston County,Alabama,23712,1587657470,48873867,0,1,0,1,0,1,1,0,0.064566464,2,0.174172242,8,38.6822363,5,40991,2,119.0477951,0.718060757,33,22140,1633,0.29733409,0.000168691,0.002382303,0.010096427,0,7.211428571,0.944340408,5.36671E-06,0.47,58.97361625,8.34909025,0.082082202,8.43455E-05,0,0.002801942,0.037819166,0.420047733,0,0.298394161,0.00151119,0.1,0.083284672,0.577766532,0.000167274,0.025472335,0.0013917,0.002909919,0.002825574,0,0.003331646,0.063291139,0,0.000961538,0,8.43455E-05,0,0,0.001897773,0,0.017122132,0,0,0,0,0,0.204031714,0.218412618
27,01121,"Talladega County, Alabama",Talladega County,Alabama,80244,1908347120,60873859,0,1,0.413200404,0.952505014,0,1,1,0,0.376838144,8,0.178258885,8,108.9069307,8,43969,3,217.4619279,0.788727513,30,20651,3140,0.208797346,0.000274164,0.002200979,0.014487041,0,7.366363636,0.923820926,2.55286E-06,2.1,61.2004175,9.359528253,0.13330307,0.00043617,1.2462E-05,0.003340327,0.040389452,0.479658884,0.00088214,0.165171879,0.000110219,0.064096157,0.06625286,0.473817357,0.000945314,0.02766562,0.001707293,0.003713673,0.002043767,0,0.003028264,0.04526749,0,0.001790788,0.000133343,0.000822491,2.4924E-05,0.004349235,0.006405463,0.000834953,0.010156523,0,0,0.000215779,0,0,0.211741688,0.17826878
28,01071,"Jackson County, Alabama",Jackson County,Alabama,51765,2792044647,126334711,0,1,0.246904658,0.985628804,0,1,1,0,0.107543707,4,0.178786991,8,48.01910452,6,42578,2,328.8849547,0.756517897,32,21671,2616,0.240424403,0.000270453,0.000371353,0.013633952,0,7.466363636,0.962782933,3.88931E-06,0.96,58.92692563,8.122292973,0.115063462,0.000444316,0,0.000857306,0.032617137,0.433018344,0.000245495,0.189695644,0.000170858,0.066640143,0.067913268,0.485559741,0.000599785,0.015048778,0.001120448,0.004288612,0.002492031,0,0.006046557,0.057507987,3.86361E-05,0.001614991,0,0.000521588,1.93181E-05,0.007224959,0.003419299,0,0.002936347,0,0,0,0,0.007542629,0.209890853,0.200057954
29,01003,"Baldwin County, Alabama",Baldwin County,Alabama,218289,4117724893,1132887353,1,0,0.624135446,0.913772262,1,1,0,0,0.171030148,5,0.091736766,2,137.3036135,8,61756,8,191.6621558,0.855235761,24,21814,3660,0.213332012,0.00012827,0.000330218,0.014386509,0,7.590645161,0.968743679,9.41953E-07,3.56,59.13764465,8.565437254,0.13586947,8.70406E-05,0,0.003346795,0.020355021,0.459440143,0.001558652,0.28009285,0.001445332,0.011272238,0.017876262,0.534827683,0.009611109,0.016899615,0.001204825,0.004553596,0.002808204,0,0.00164919,0.019444444,4.58108E-06,0.000139265,0,4.12297E-05,4.58108E-06,0.001232311,0.001081136,0.000407716,0.000490176,0,0,0,0,0.004936379,0.215278828,0.204847702
30,01011,"Bullock County, Alabama",Bullock County,Alabama,10173,1613083468,6030667,0,1,0,1,0,1,1,1,0.787476654,10,0.29496551,10,16.33399442,3,33866,1,46.43398249,0.627879848,40,24042,1471,0.350139346,0.000688096,0,0.054218394,0,6.933333333,0.878098571,1.93996E-05,0.42,58.4620525,9.110880068,0.066009748,0,0,0.001765225,0.042178734,0.602782071,0,0.253103899,0.006900619,0.045959486,0.042256589,0.451292637,1.68804E-05,0.001965988,0.000786395,0.000491497,0.002162587,0,0.01356532,0.014492754,0,0,0,0,0,0,0.037058881,0,0,0,0,0,0,0,0.224024378,0.16101445
31,01001,"Autauga County, Alabama",Autauga County,Alabama,55639,1539631461,25677536,1,0,0.593231868,0.963688021,1,1,0,0,0.260231133,7,0.152117577,6,93.59700869,7,57982,7,284.1535606,0.827960481,26,21067,4036,0.160241717,0.000125811,0.004542613,0.015003126,0,8.236666667,0.945869474,3.26932E-06,5.75,59.94603471,9.640819146,0.172571106,1.7973E-05,0,0.002480541,0.028292945,0.394048884,0.002087295,0.090222391,0.001261705,0.032409166,0.033042157,0.425906289,0.003601778,0.010298532,0.000916623,0.003432844,0.001653516,0,0.002048923,0.035087719,0,0.000911231,0,0.000161757,0,0.000934596,0.001599597,0,0.001905138,0,0,0,0,0.008758551,0.236219199,0.152590809
32,01087,"Macon County, Alabama",Macon County,Alabama,18437,1576435599,11765503,1,0,0.4609359,0.986533513,0,1,1,1,0.838748169,10,0.234453314,9,30.29104261,4,35450,1,161.1232938,0.674789252,34,19564,1841,0.184383398,0.000705104,0.002985966,0.057629143,0,6.659166667,0.900158061,1.03638E-05,0.92,58.26547,9.375114703,0.116391574,0.000488149,0,0.004847897,0.053119524,0.505319149,0,0.263698962,0.000479712,0.145475706,0.093783338,0.559255844,0.000166278,0.00482725,0.002766177,0.003688236,0.002820415,0,0.00960026,0.129943503,0,0.001431903,0,0.000162716,0,0.029180452,0.011824049,0,0,0,0,0,0,0,0.172967403,0.199164723
33,01115,"St. Clair County, Alabama",St. Clair County,Alabama,88929,1635759708,56431801,1,0,0.328891474,0.949761198,0,1,0,0,0.14384509,5,0.113863267,4,140.8069509,8,62531,8,176.0957972,0.829909965,25,22483,3098,0.327782925,0.000202409,0.001323627,0.006697551,0,8.031538462,0.967068518,2.98347E-06,2.22,62.03737771,9.50212992,0.161264138,0.000101204,0,0.001746387,0.030650205,0.375611592,0,0.114028446,0.003178566,0.036882808,0.042696447,0.415859843,0.001989257,0.017081042,0.000573491,0.00157429,0.001653004,0,0.002046576,0.016483516,0,0.000972686,0.000236143,6.74696E-05,1.12449E-05,0.000269878,0.001304411,0,0.0015518,0,0,0.000381462,0,0,0.22634911,0.167560638
34,01023,"Choctaw County, Alabama",Choctaw County,Alabama,12755,2365900083,19114321,0,1,0,1,0,1,1,1,0.435515484,9,0.197146046,9,13.96317761,3,36634,1,39.82787682,0.634896811,38,22314,1075,0.37402964,0.000235202,0,0.011997177,0,6.8075,0.931332083,9.78025E-06,0.11,56.157535,8.940346507,0.060430595,7.84006E-05,0,0.002434867,0.032431753,0.465378422,0.000938086,0.280701754,0.00069341,0.108232119,0.104993252,0.580948648,2.04707E-05,0.017091337,0.000862407,0.00125441,0.002352019,0,0.011995296,0.065359477,0,0.002093297,0,0.000235202,0,0,0,0,0,0,0,0,0,0.008355757,0.199764798,0.231125049
35,01043,"Cullman County, Alabama",Cullman County,Alabama,83345,1902965932,52529994,0,1,0.244007921,0.970225378,0,1,0,0,0.086171936,3,0.126888586,5,113.4356197,8,48388,4,201.1659105,0.790722592,30,22157,3679,0.232241637,0.000203971,0.000556092,0.008692598,0,7.597222222,0.970031198,2.9182E-06,1.92,61.80567864,8.861976411,0.149763808,4.79933E-05,0,0.000692307,0.030500311,0.427389014,0.001197492,0.166149884,0.000106118,0.037707589,0.046037419,0.456608075,0.001234082,0.039330494,0.001115844,0.005735197,0.002831604,0,0.002939588,0.053061224,0,0.000295159,0,9.59866E-05,1.19983E-05,0.001235827,0.00178775,0.000275961,0.005339253,0,0,0,0,0,0.224452577,0.184066231
36,01117,"Shelby County, Alabama",Shelby County,Alabama,216350,2034280320,62287592,1,0,0.760326243,0.849304275,1,1,0,0,0.226346198,6,0.068548519,1,275.4523925,9,78889,10,211.5089686,0.909591857,24,21217,10150,0.265256231,9.24428E-05,0.000152792,0.008047019,4.15993E-05,8.507234043,0.972175442,1.07721E-06,7.61,65.39955636,9.982845738,0.198961479,5.54657E-05,4.62214E-06,0.001180466,0.021238456,0.41316748,0,0.083255761,0.001306525,0.019366557,0.019514133,0.407164317,0.004389757,0.037323781,0.000804252,0.001973654,0.001395886,0,0.001585394,0.017492711,0,0.000743702,2.31107E-05,0.000415993,1.84886E-05,0.000244973,0.000989138,0,0.00105847,0,0,0,0,0,0.234499653,0.153589092
37,01047,"Dallas County, Alabama",Dallas County,Alabama,38184,2534919602,39124772,0,1,0.551375383,0.981314751,1,1,1,1,0.729363084,10,0.292241333,10,39.01372595,5,33317,1,180.0296151,0.725485106,36,19398,2611,0.209959123,0.000183323,0,0.011445559,0,6.988666667,0.864949056,3.78606E-06,2.75,58.81282824,9.157716309,0.109777753,0.001257071,0,0.001170987,0.052332103,0.569117924,0.000259589,0.24565526,0.000231627,0.046311255,0.107847457,0.534962288,0.000736931,0.010082757,0.002409386,0.00437356,0.002199874,0,0.005944898,0.030837004,0,0.00289912,0,0.00052378,5.2378E-05,0.008511418,0.018122774,0.000497591,0.015163419,0,0,0,0,0.013091093,0.241305259,0.179865912
38,01107,"Pickens County, Alabama",Pickens County,Alabama,20049,2282835044,22621093,1,0,0,1,0,1,1,1,0.463713901,9,0.247388466,10,22.74669919,4,40362,2,76.17499813,0.714655284,29,22164,1140,0.39221318,9.97556E-05,0.004148715,0.022179671,0,6.848,0.91126633,7.57865E-06,0.2,57.295225,8.964123196,0.073292763,4.98778E-05,0,0.001276022,0.039623703,0.504741065,0.000129349,0.196361746,0.000441141,0.045634096,0.054054054,0.47982443,0.000269813,0.003291935,0.001695845,0.003092424,0.002593646,0,0.011920794,0.083682008,0,0.002892912,0,0.000199511,0,0,0.004289491,0,0.015611751,0,0,0,0,0.006412939,0.196867674,0.189086737
